Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
D300250:bin_000026.fa,o__Clostridiales (UID1212),172,261,147,95.37,3.74,42.86,2520112,25899,2358,2358,8908,373,301,290,2293,2133,36.0,7.39,-100.0,-1,-1,34,220,7,0,0,0
D300250:bin_000027.fa,o__Bacteroidales (UID2716),92,487,270,95.58,3.75,46.67,2875125,40293,2469,2469,13999,422,328,312,2559,2373,37.3,5.56,-100.0,-1,-1,47,427,12,1,0,0
D300250:bin_000028.fa,f__Mycoplasmataceae (UID2414),89,228,130,76.21,1.28,25.0,751036,13171,1391,1391,18749,142,122,113,862,813,36.9,0.0,-100.0,-1,-1,51,173,4,0,0,0
D300250:bin_000029.fa,o__Bacteroidales (UID2716),92,487,270,95.06,3.95,56.67,2540685,36412,2187,2187,10666,419,337,320,2570,2397,36.9,4.32,-100.0,-1,-1,42,415,30,0,0,0
D300250:bin_000030.fa,g__Mycoplasma (UID2415),53,244,133,77.73,2.58,0.0,746942,14607,1363,1363,37695,149,125,114,1984,1801,35.6,3.07,-100.0,-1,-1,45,194,5,0,0,0
D300250:bin_000031.fa,o__Bacteroidales (UID2716),92,487,270,83.68,0.34,75.0,2534581,36201,2033,2033,10108,441,354,336,2452,2298,38.6,5.12,-100.0,-1,-1,97,386,4,0,0,0
D300250:bin_000032.fa,f__Lachnospiraceae (UID1286),57,420,207,92.25,6.49,21.05,2395373,34795,2394,2394,11005,372,295,281,2130,1968,38.8,6.3,-100.0,-1,-1,65,336,19,0,0,0
D300250:bin_000033.fa,k__Bacteria (UID2495),2993,142,88,80.11,0.4,0.0,1097500,18666,1048,1048,9577,394,328,310,2993,2806,38.7,6.57,-100.0,-1,-1,18,118,6,0,0,0
D300250:bin_000034.fa,f__Lachnospiraceae (UID1286),57,420,207,91.21,7.98,20.45,5372419,72854,5904,5904,8691,359,266,254,2851,2660,39.3,6.01,-100.0,-1,-1,53,327,38,2,0,0
D300250:bin_000035.fa,f__Veillonellaceae (UID1032),33,423,214,74.29,4.79,40.0,2257951,20582,2590,2590,3967,336,260,252,1754,1712,35.8,6.48,-100.0,-1,-1,116,292,15,0,0,0
D300250:bin_000036.fa,k__Bacteria (UID203),5449,104,58,74.14,3.45,0.0,2638918,42740,2204,2204,24441,428,356,337,2186,1989,37.9,5.86,-100.0,-1,-1,54,48,2,0,0,0
D300250:bin_000037.fa,o__Clostridiales (UID1212),172,261,147,75.99,2.04,0.0,1812750,17981,1952,1952,5206,343,272,263,1505,1449,38.3,6.93,-100.0,-1,-1,68,189,4,0,0,0
D300250:bin_000038.fa,k__Bacteria (UID2372),131,177,106,76.05,0.39,11.11,1835898,30103,2332,2332,5440,310,237,224,2769,2558,40.8,6.28,-100.0,-1,-1,37,131,9,0,0,0
D300250:bin_000039.fa,k__Bacteria (UID203),5449,104,58,70.61,7.76,80.0,3158759,49438,2657,2657,29270,446,354,336,2595,2396,39.0,5.19,-100.0,-1,-1,48,51,5,0,0,0
D300250:bin_000040.fa,o__Lactobacillales (UID355),490,333,183,70.46,2.01,37.5,1724753,27074,2122,2122,3366,307,236,223,2191,1977,34.2,9.23,-100.0,-1,-1,98,227,8,0,0,0
D300250:bin_000041.fa,o__Bacteroidales (UID2716),92,487,270,87.53,3.58,44.44,2569829,31427,2213,2213,10531,406,332,318,1999,1866,37.7,5.87,-100.0,-1,-1,98,373,15,1,0,0
D300250:bin_000042.fa,o__Selenomonadales (UID1024),64,334,167,66.4,21.62,2.13,2968114,31313,3626,3626,2837,315,243,235,1398,1331,38.5,4.61,-100.0,-1,-1,112,162,48,10,1,1
D300250:bin_000043.fa,c__Gammaproteobacteria (UID4201),1164,275,174,63.65,3.14,9.09,2100833,20156,2221,2221,3822,366,274,265,2283,2241,40.0,5.3,-100.0,-1,-1,82,184,8,1,0,0
D300250:bin_000044.fa,f__Lachnospiraceae (UID1286),57,420,207,86.87,5.89,64.71,2000763,26692,1952,1952,11759,375,307,294,1518,1445,38.6,6.73,-100.0,-1,-1,88,315,17,0,0,0
D300250:bin_000045.fa,o__Bacteroidales (UID2716),92,487,270,78.9,2.19,60.0,2338330,35196,2039,2039,8414,425,347,329,3272,3052,37.9,5.83,-100.0,-1,-1,126,353,7,1,0,0
D300250:bin_000046.fa,g__Prevotella (UID2724),55,567,296,98.65,96.59,8.13,6611934,96742,5551,5551,30730,437,346,329,4911,4535,37.8,5.24,-100.0,-1,-1,6,135,373,50,3,0
D300250:bin_000047.fa,p__Firmicutes (UID1022),100,295,158,76.23,6.56,58.82,1736668,20060,2020,2020,2873,320,255,245,1333,1282,39.2,4.94,-100.0,-1,-1,92,186,17,0,0,0
D300250:bin_000048.fa,k__Bacteria (UID203),5449,104,58,57.76,0.0,0.0,2320811,33120,2091,2091,9233,408,326,310,2576,2456,38.2,5.67,-100.0,-1,-1,66,38,0,0,0,0
D300250:bin_000049.fa,k__Bacteria (UID203),5449,104,58,96.55,59.52,59.41,3642764,56021,3411,3411,11810,411,313,297,3309,3107,37.6,5.18,-100.0,-1,-1,2,50,6,8,12,26
D300250:bin_000050.fa,k__Bacteria (UID203),5449,102,56,63.39,5.36,100.0,1732376,17818,1911,1911,4102,331,269,260,1849,1766,35.7,6.39,-100.0,-1,-1,61,38,3,0,0,0
D300250:bin_000051.fa,k__Bacteria (UID203),5449,102,56,76.79,30.05,32.17,3010510,30980,3562,3562,2685,319,249,240,1436,1386,35.8,7.1,-100.0,-1,-1,18,43,22,9,4,6
D300250:bin_000052.fa,o__Selenomonadales (UID1024),64,334,167,60.26,0.3,50.0,1404106,13841,1562,1562,4304,333,268,259,1578,1525,39.8,5.97,-100.0,-1,-1,153,179,2,0,0,0
D300251:bin_000001.fa,o__Selenomonadales (UID1024),64,334,167,100.0,2.2,60.0,2336241,28644,2382,2382,22238,358,288,276,2235,2082,37.7,3.99,-100.0,-1,-1,0,329,5,0,0,0
D300251:bin_000002.fa,o__Bacteroidales (UID2657),160,492,269,95.6,3.47,69.23,2564903,30579,1939,1939,18500,443,359,343,2517,2340,36.6,4.11,-100.0,-1,-1,14,467,10,1,0,0
D300251:bin_000003.fa,o__Bacteroidales (UID2617),213,406,265,95.28,2.97,81.82,2642369,38598,2346,2346,9514,414,325,309,2172,2023,37.2,5.51,-100.0,-1,-1,15,380,11,0,0,0
D300251:bin_000004.fa,g__Lactobacillus (UID377),91,430,154,98.73,0.83,25.0,1978312,32014,2065,2065,42464,356,284,268,1806,1692,35.3,8.16,-100.0,-1,-1,5,421,4,0,0,0
D300251:bin_000005.fa,p__Firmicutes (UID1022),100,295,158,97.47,3.84,100.0,2598586,22467,2496,2496,7035,354,274,265,3448,3277,38.1,5.8,-100.0,-1,-1,5,280,8,2,0,0
D300251:bin_000006.fa,o__Selenomonadales (UID1024),64,334,167,98.0,2.35,57.14,2107824,20692,2130,2130,12810,358,292,282,1615,1542,38.1,4.75,-100.0,-1,-1,5,322,7,0,0,0
D300251:bin_000007.fa,o__Clostridiales (UID1226),155,278,158,95.89,1.48,18.18,2450958,26394,2280,2280,18904,384,311,299,3280,3092,36.4,6.13,-100.0,-1,-1,7,260,11,0,0,0
D300251:bin_000008.fa,k__Bacteria (UID2372),131,177,106,95.28,0.94,0.0,2434921,37017,2570,2570,22259,347,279,265,1744,1628,39.6,8.82,-100.0,-1,-1,9,166,2,0,0,0
D300251:bin_000009.fa,g__Prevotella (UID2724),55,567,296,95.67,5.62,4.17,3167391,43873,2530,2530,32113,435,359,342,3037,2860,37.2,5.53,-100.0,-1,-1,27,516,24,0,0,0
D300251:bin_000010.fa,p__Firmicutes (UID1022),100,295,158,99.62,2.15,0.0,2290576,29605,2257,2257,19579,374,303,290,1477,1386,38.9,4.72,-100.0,-1,-1,4,285,6,0,0,0
D300251:bin_000011.fa,o__Clostridiales (UID1212),172,261,147,96.43,6.09,16.67,2623812,27077,2443,2443,10195,372,301,290,1737,1628,36.1,7.38,-100.0,-1,-1,7,236,18,0,0,0
D300251:bin_000012.fa,o__Bacteroidales (UID2716),92,487,270,90.98,3.7,50.0,2829683,43938,2434,2434,13577,423,343,325,6307,5973,37.6,4.9,-100.0,-1,-1,38,435,14,0,0,0
D300251:bin_000013.fa,o__Bacteroidales (UID2657),160,492,269,94.24,2.23,0.0,2775084,37798,2263,2263,20870,435,341,324,2465,2273,36.2,5.54,-100.0,-1,-1,27,455,10,0,0,0
D300251:bin_000014.fa,o__Bacteroidales (UID2657),160,492,269,88.65,4.07,76.19,2294259,28113,2123,2123,8005,407,312,299,2568,2427,36.0,4.69,-100.0,-1,-1,43,430,18,1,0,0
D300251:bin_000015.fa,o__Bacteroidales (UID2716),92,487,270,92.72,0.56,50.0,2838543,40543,2258,2258,18704,447,355,337,2563,2373,38.7,5.01,-100.0,-1,-1,37,446,4,0,0,0
D300251:bin_000016.fa,o__Bacteroidales (UID2716),92,487,270,93.43,2.73,78.57,2559855,36950,2207,2207,11553,419,337,321,2764,2565,37.0,5.5,-100.0,-1,-1,39,434,14,0,0,0
D300251:bin_000017.fa,g__Prevotella (UID2724),55,567,296,94.97,3.96,11.54,2742814,44333,2293,2293,24978,436,356,337,2580,2363,37.8,5.55,-100.0,-1,-1,53,493,20,0,1,0
D300251:bin_000018.fa,o__Bacteroidales (UID2657),160,492,269,86.87,1.04,25.0,2090201,33127,1969,1969,7419,388,312,295,1967,1808,38.9,5.82,-100.0,-1,-1,67,417,8,0,0,0
D300251:bin_000019.fa,k__Bacteria (UID2329),174,149,89,88.13,2.25,50.0,1395228,20653,1364,1364,5730,386,308,293,1396,1298,39.7,7.49,-100.0,-1,-1,22,125,2,0,0,0
D300251:bin_000020.fa,o__Bacteroidales (UID2716),92,487,270,95.14,2.13,77.78,2867099,39962,2443,2443,14089,423,331,315,2510,2328,37.3,5.15,-100.0,-1,-1,48,430,9,0,0,0
D300251:bin_000021.fa,p__Bacteroidetes (UID2605),350,316,210,85.57,6.59,53.33,2277756,30753,2179,2179,5764,406,325,311,1835,1750,40.6,4.11,-100.0,-1,-1,50,251,15,0,0,0
D300251:bin_000022.fa,f__Lachnospiraceae (UID1286),57,420,207,93.37,3.06,27.27,2313111,33132,2208,2208,14799,383,310,295,1628,1543,38.9,5.77,-100.0,-1,-1,50,359,11,0,0,0
D300251:bin_000023.fa,k__Bacteria (UID1453),901,171,117,85.94,31.82,74.47,2710995,48683,2785,2785,16486,343,283,265,1741,1619,36.9,6.52,-100.0,-1,-1,23,103,44,1,0,0
D300251:bin_000024.fa,p__Firmicutes (UID1022),100,295,158,91.36,3.26,35.71,2627644,32240,2662,2662,9205,365,291,279,3021,2818,39.1,5.66,-100.0,-1,-1,49,236,8,2,0,0
D300251:bin_000025.fa,o__Clostridiales (UID1212),172,261,147,80.5,0.68,100.0,1711903,16918,1887,1887,4449,332,266,257,1193,1163,38.4,5.29,-100.0,-1,-1,67,193,1,0,0,0
D300251:bin_000026.fa,k__Bacteria (UID2329),174,149,89,78.22,0.11,0.0,1117572,15753,1133,1133,4997,375,300,286,1499,1407,38.9,6.86,-100.0,-1,-1,31,117,1,0,0,0
D300251:bin_000027.fa,k__Bacteria (UID203),5449,104,58,96.55,34.15,51.92,3066944,48336,2542,2542,103048,444,356,337,5073,4762,38.6,5.2,-100.0,-1,-1,2,55,9,22,2,14
D300251:bin_000028.fa,o__Clostridiales (UID1212),172,261,147,79.35,18.45,16.67,2513151,23299,2891,2891,3952,310,247,239,1405,1360,38.0,5.31,-100.0,-1,-1,70,155,33,3,0,0
D300251:bin_000029.fa,k__Bacteria (UID203),5449,104,58,68.28,1.72,100.0,3439060,54210,3002,3002,24820,439,343,325,2595,2396,38.7,4.83,-100.0,-1,-1,57,46,1,0,0,0
D300251:bin_000030.fa,k__Bacteria (UID203),5449,104,58,70.69,0.0,0.0,1851855,26403,1529,1529,33020,431,359,341,2511,2326,38.5,4.64,-100.0,-1,-1,55,49,0,0,0,0
D300251:bin_000031.fa,k__Bacteria (UID203),5449,103,57,64.35,5.26,100.0,2046633,27308,1966,1966,15187,382,311,297,2432,2279,38.5,5.45,-100.0,-1,-1,60,40,3,0,0,0
D300251:bin_000032.fa,g__Prevotella (UID2724),55,567,296,98.11,27.22,8.4,3508396,50268,2965,2965,39786,430,347,330,3551,3356,38.1,5.63,-100.0,-1,-1,16,422,128,1,0,0
D300251:bin_000033.fa,o__Bacteroidales (UID2716),92,487,270,94.24,40.45,11.48,3860772,49934,3401,3401,10908,410,330,315,2081,1943,37.7,5.1,-100.0,-1,-1,62,246,177,2,0,0
D300251:bin_000034.fa,o__Clostridiales (UID1212),172,263,149,85.6,16.24,22.22,2560030,43403,2693,2693,6200,339,286,270,1513,1440,39.8,4.49,-100.0,-1,-1,63,164,36,0,0,0
D300251:bin_000035.fa,k__Bacteria (UID1453),901,171,117,54.56,1.2,50.0,1187543,21737,1263,1263,12171,334,278,260,1750,1621,37.0,7.31,-100.0,-1,-1,72,95,4,0,0,0
D300251:bin_000036.fa,k__Bacteria (UID203),5449,103,57,68.42,0.0,0.0,1952901,26653,1876,1876,17483,383,312,298,3375,3143,38.4,6.49,-100.0,-1,-1,58,45,0,0,0,0
D300251:bin_000037.fa,k__Bacteria (UID203),5449,102,56,76.62,31.55,30.77,2579674,27523,3138,3138,2628,314,243,234,1829,1745,35.7,4.99,-100.0,-1,-1,17,41,40,4,0,0
D300251:bin_000038.fa,k__Bacteria (UID203),5449,104,58,67.24,0.0,0.0,2186734,29004,2035,2035,6428,394,306,292,1681,1558,36.9,5.14,-100.0,-1,-1,59,45,0,0,0,0
D300251:bin_000039.fa,k__Bacteria (UID203),5449,104,58,98.59,85.42,66.67,3555438,48906,3630,3630,4482,379,301,288,1814,1746,39.2,3.77,-100.0,-1,-1,9,22,60,13,0,0
D300251:bin_000040.fa,k__Bacteria (UID203),5449,104,58,59.56,4.31,66.67,1944453,17897,2087,2087,7166,332,272,263,1606,1562,38.4,4.68,-100.0,-1,-1,55,46,3,0,0,0
D300251:bin_000041.fa,o__Bacteroidales (UID2716),92,487,270,55.47,1.11,20.0,1479953,21679,1289,1289,19182,412,343,326,1807,1730,37.9,5.61,-100.0,-1,-1,228,254,5,0,0,0
D300252:bin_000001.fa,o__Clostridiales (UID1212),172,261,147,99.32,1.98,0.0,2395887,23767,2101,2101,13738,384,317,306,1517,1450,36.2,6.51,-100.0,-1,-1,1,255,5,0,0,0
D300252:bin_000002.fa,g__Prevotella (UID2724),55,567,296,98.65,4.71,4.55,3032119,41840,2411,2411,40697,437,360,343,2873,2718,37.3,5.39,-100.0,-1,-1,4,541,22,0,0,0
D300252:bin_000003.fa,k__Bacteria (UID1453),901,171,117,89.74,4.27,16.67,1791248,31783,1741,1742,37816,364,305,287,2186,2054,36.9,7.33,-100.0,-1,-1,13,152,6,0,0,0
D300252:bin_000004.fa,o__Bacteroidales (UID2617),213,406,265,94.4,2.01,75.0,2733149,40088,2415,2415,8712,407,326,309,2112,1966,37.3,5.26,-100.0,-1,-1,17,383,5,1,0,0
D300252:bin_000005.fa,o__Selenomonadales (UID1024),64,334,167,98.3,0.82,100.0,2290363,22933,2319,2319,13560,356,292,282,1615,1542,38.1,4.85,-100.0,-1,-1,4,327,3,0,0,0
D300252:bin_000006.fa,p__Firmicutes (UID1022),100,295,158,97.15,1.96,25.0,2395945,20124,2233,2233,8420,362,282,273,2477,2351,38.1,6.23,-100.0,-1,-1,9,282,4,0,0,0
D300252:bin_000007.fa,g__Lactobacillus (UID377),91,430,154,96.78,3.17,55.56,2304167,37818,2556,2556,11926,336,267,252,1666,1501,35.3,5.67,-100.0,-1,-1,10,413,6,1,0,0
D300252:bin_000008.fa,o__Clostridiales (UID1212),172,263,149,98.66,1.48,0.0,2686728,42991,2516,2516,83595,388,318,301,6508,6062,40.5,5.87,-100.0,-1,-1,3,254,6,0,0,0
D300252:bin_000009.fa,o__Bacteroidales (UID2657),160,492,269,96.65,5.18,48.15,2759905,33437,2138,2138,14804,438,352,337,2517,2340,36.5,4.1,-100.0,-1,-1,10,457,24,1,0,0
D300252:bin_000010.fa,k__Bacteria (UID1453),901,171,117,88.55,5.42,26.32,2129430,40700,2068,2068,83598,376,306,287,3494,3133,36.8,7.72,-100.0,-1,-1,16,141,13,0,1,0
D300252:bin_000011.fa,o__Clostridiales (UID1212),172,263,149,97.76,1.57,0.0,3311330,49253,2989,2989,31604,401,329,313,2542,2388,39.9,6.07,-100.0,-1,-1,5,255,3,0,0,0
D300252:bin_000012.fa,o__Bacteroidales (UID2716),92,487,270,94.29,0.34,0.0,2543302,39706,2174,2174,31833,431,350,332,5192,4765,39.8,5.03,-100.0,-1,-1,25,458,4,0,0,0
D300252:bin_000013.fa,g__Prevotella (UID2724),55,567,296,93.24,1.02,11.11,3144817,46028,2494,2494,80403,460,369,351,4141,3789,37.2,5.8,-100.0,-1,-1,32,526,9,0,0,0
D300252:bin_000014.fa,o__Bacteroidales (UID2716),92,487,270,99.25,9.35,19.05,4090211,59236,3387,3387,41407,437,351,333,4911,4535,38.0,5.24,-100.0,-1,-1,8,437,42,0,0,0
D300252:bin_000015.fa,f__Spirochaetaceae (UID2535),33,249,143,96.27,1.75,33.33,2134966,29915,2018,2018,11981,389,323,308,3344,3098,37.6,6.28,-100.0,-1,-1,8,238,3,0,0,0
D300252:bin_000016.fa,k__Bacteria (UID203),5449,103,57,100.0,14.02,89.47,2060874,24055,2076,2076,22708,356,292,280,1393,1319,37.9,4.3,-100.0,-1,-1,0,70,32,0,1,0
D300252:bin_000017.fa,o__Bacteroidales (UID2716),92,487,270,93.8,1.23,100.0,2262922,34389,1998,1998,18002,417,329,312,2072,1907,39.1,4.7,-100.0,-1,-1,30,453,4,0,0,0
D300252:bin_000018.fa,p__Firmicutes (UID1022),100,295,158,99.13,2.47,14.29,2566724,34045,2479,2479,31565,379,307,293,5472,5044,39.1,4.67,-100.0,-1,-1,13,275,7,0,0,0
D300252:bin_000019.fa,k__Bacteria (UID2329),174,149,89,94.57,1.12,0.0,1439799,20332,1309,1309,16853,412,330,315,1578,1471,38.8,6.72,-100.0,-1,-1,6,142,1,0,0,0
D300252:bin_000020.fa,o__Bacteroidales (UID2657),160,492,269,90.5,3.5,50.0,2912213,35420,2484,2484,8472,432,332,318,3258,3042,37.5,5.16,-100.0,-1,-1,42,428,22,0,0,0
D300252:bin_000021.fa,o__Clostridiales (UID1226),155,278,158,87.51,1.18,14.29,1929076,20397,1982,1982,5329,349,282,272,1441,1356,36.5,6.76,-100.0,-1,-1,30,241,7,0,0,0
D300252:bin_000022.fa,k__Bacteria (UID2329),174,149,89,95.02,2.62,33.33,1593580,23610,1485,1485,11097,405,323,307,1392,1323,39.7,7.33,-100.0,-1,-1,6,140,3,0,0,0
D300252:bin_000023.fa,o__Bacteroidales (UID2716),92,487,270,90.19,4.56,51.43,2537828,36642,2180,2180,11859,424,338,321,2719,2531,37.0,4.85,-100.0,-1,-1,43,409,35,0,0,0
D300252:bin_000024.fa,o__Bacteroidales (UID2657),160,492,269,90.92,2.64,66.67,2372999,30684,2104,2104,8743,425,338,324,3260,3061,39.4,4.56,-100.0,-1,-1,56,426,9,1,0,0
D300252:bin_000025.fa,o__Clostridiales (UID1212),172,261,147,93.35,5.63,69.23,2295623,22722,2351,2351,7743,343,282,272,3000,2874,36.4,6.12,-100.0,-1,-1,14,234,13,0,0,0
D300252:bin_000026.fa,p__Bacteroidetes (UID2605),350,316,210,86.03,2.9,50.0,1858290,25321,1654,1654,13270,421,346,330,1838,1746,39.2,4.41,-100.0,-1,-1,56,250,10,0,0,0
D300252:bin_000027.fa,g__Prevotella (UID2724),55,567,296,95.68,3.9,20.0,2703554,43609,2218,2218,33640,432,363,343,2580,2420,37.7,5.45,-100.0,-1,-1,49,500,17,1,0,0
D300252:bin_000028.fa,g__Prevotella (UID2724),55,567,296,95.35,1.23,0.0,2903445,46206,2305,2305,74054,456,374,354,5073,4762,38.5,5.05,-100.0,-1,-1,49,513,5,0,0,0
D300252:bin_000029.fa,o__Clostridiales (UID1212),172,263,149,94.9,4.08,72.73,2436898,25884,2378,2378,16059,366,301,290,5562,5178,39.0,5.54,-100.0,-1,-1,36,216,11,0,0,0
D300252:bin_000030.fa,o__Bacteroidales (UID2716),92,487,270,95.17,4.76,42.86,2839186,39806,2396,2396,17013,424,334,318,2559,2376,37.3,5.52,-100.0,-1,-1,50,418,18,1,0,0
D300252:bin_000031.fa,f__Lachnospiraceae (UID1286),57,420,207,95.48,7.63,36.36,2659758,35064,2499,2499,53629,393,318,304,1606,1513,39.8,5.58,-100.0,-1,-1,48,350,22,0,0,0
D300252:bin_000032.fa,k__Bacteria (UID2329),174,149,89,91.57,9.15,66.67,1275041,28101,1331,1331,28396,355,284,263,2053,1861,38.3,6.31,-100.0,-1,-1,9,128,12,0,0,0
D300252:bin_000033.fa,f__Lachnospiraceae (UID1286),57,420,207,94.95,5.16,48.78,2505288,33493,2422,2422,18013,382,307,293,2432,2279,38.5,5.8,-100.0,-1,-1,30,353,35,2,0,0
D300252:bin_000034.fa,o__Clostridiales (UID1212),172,263,149,88.53,1.57,25.0,2354714,32089,2365,2365,7754,371,302,288,2368,2238,39.6,7.41,-100.0,-1,-1,43,216,4,0,0,0
D300252:bin_000035.fa,f__Lachnospiraceae (UID1286),57,420,207,94.2,3.76,15.38,2912861,38229,2767,2767,37308,384,316,302,1568,1482,38.6,6.81,-100.0,-1,-1,67,340,13,0,0,0
D300252:bin_000036.fa,o__Clostridiales (UID1212),172,263,149,92.62,3.83,37.5,2106012,27334,2003,2003,14157,392,316,303,1530,1475,38.0,5.42,-100.0,-1,-1,57,198,8,0,0,0
D300252:bin_000037.fa,o__Bacteroidales (UID2716),92,487,270,89.69,3.02,15.38,2351155,34820,1966,1966,15602,435,358,341,2556,2368,38.1,5.18,-100.0,-1,-1,79,395,13,0,0,0
D300252:bin_000038.fa,o__Bacteroidales (UID2716),92,487,270,95.98,6.88,10.0,3122023,38632,2532,2532,14802,440,339,324,2576,2410,38.0,4.39,-100.0,-1,-1,15,444,27,1,0,0
D300252:bin_000039.fa,k__Bacteria (UID203),5449,104,58,98.28,48.78,6.38,3794525,70310,4139,4139,8330,320,268,251,2870,2610,41.6,5.29,-100.0,-1,-1,1,58,44,1,0,0
D300252:bin_000040.fa,k__Bacteria (UID203),5449,103,57,88.84,18.48,20.62,5025722,82282,5555,5558,8314,352,271,256,3443,3199,39.2,5.88,-100.0,-1,-1,11,59,20,8,2,3
D300252:bin_000041.fa,g__Prevotella (UID2724),55,567,296,82.91,2.77,0.0,2422803,31501,2210,2210,6754,391,309,295,2627,2440,38.5,5.21,-100.0,-1,-1,123,427,17,0,0,0
D300252:bin_000042.fa,k__Bacteria (UID203),5449,104,58,73.97,2.59,100.0,3409173,53523,2927,2927,23781,438,349,330,2595,2396,39.0,4.54,-100.0,-1,-1,54,47,3,0,0,0
D300252:bin_000043.fa,k__Bacteria (UID203),5449,103,57,75.44,1.75,0.0,1968340,28866,1862,1862,22812,403,324,308,2052,1943,40.3,6.94,-100.0,-1,-1,53,49,1,0,0,0
D300252:bin_000044.fa,k__Bacteria (UID203),5449,104,58,91.61,33.03,35.9,4728093,64509,4929,4929,12863,366,284,270,2511,2381,39.7,6.6,-100.0,-1,-1,10,64,27,2,1,0
D300252:bin_000045.fa,o__Bacteroidales (UID2716),92,487,270,89.3,3.8,26.67,1994205,29531,1915,1915,6482,395,315,299,2555,2351,38.5,5.11,-100.0,-1,-1,80,392,15,0,0,0
D300252:bin_000046.fa,o__Bacteroidales (UID2716),92,487,270,82.48,3.78,30.77,2965140,45593,2656,2656,11440,421,329,312,2863,2645,37.5,4.81,-100.0,-1,-1,104,370,13,0,0,0
D300252:bin_000047.fa,p__Bacteroidetes (UID2605),350,316,210,74.12,8.77,26.09,1925220,25711,2063,2063,3477,370,291,278,1429,1368,40.3,5.42,-100.0,-1,-1,78,215,23,0,0,0
D300252:bin_000048.fa,o__Bacteroidales (UID2617),213,406,265,77.01,1.7,20.0,1596011,21901,1625,1625,4342,389,297,283,2126,2027,38.2,4.64,-100.0,-1,-1,102,299,5,0,0,0
D300252:bin_000049.fa,f__Lachnospiraceae (UID1286),57,420,207,82.5,8.81,33.33,2901594,39993,3094,3094,9473,355,280,267,2742,2512,38.5,5.9,-100.0,-1,-1,92,281,45,2,0,0
D300252:bin_000050.fa,k__Bacteria (UID203),5449,103,57,94.26,65.07,11.76,2945481,59556,2956,2956,16767,365,294,274,3776,3487,38.6,5.82,-100.0,-1,-1,6,52,42,3,0,0
D300252:bin_000051.fa,f__Lachnospiraceae (UID1286),57,420,207,72.07,2.57,11.11,1878528,24050,2087,2087,4463,347,276,265,1714,1613,39.3,5.88,-100.0,-1,-1,122,289,9,0,0,0
D300252:bin_000052.fa,o__Selenomonadales (UID1024),64,334,167,75.72,3.65,75.0,1494051,18128,1712,1712,3159,320,258,248,1068,949,38.1,4.5,-100.0,-1,-1,106,216,12,0,0,0
D300252:bin_000053.fa,p__Firmicutes (UID1022),100,295,158,83.25,38.81,80.0,3254568,39579,3690,3690,3504,340,262,251,1410,1346,39.1,7.13,-100.0,-1,-1,45,162,80,6,2,0
D300252:bin_000054.fa,o__Bacteroidales (UID2657),160,492,269,56.55,3.3,44.44,1392475,17640,1502,1502,2503,356,273,261,1485,1393,36.1,6.12,-100.0,-1,-1,195,279,18,0,0,0
D300252:bin_000055.fa,k__Bacteria (UID203),5449,103,57,100.0,79.82,0.0,2320787,45732,2388,2388,49705,350,295,276,3271,2971,38.7,6.29,-100.0,-1,-1,0,29,71,3,0,0
D300252:bin_000056.fa,f__Spirochaetaceae (UID2535),33,249,143,62.86,5.94,0.0,1626075,25778,1867,1867,2516,342,259,246,1549,1438,38.5,3.4,-100.0,-1,-1,85,152,12,0,0,0
D300252:bin_000057.fa,k__Bacteria (UID203),5449,104,58,63.45,12.07,87.5,2374587,35776,2162,2162,15342,411,321,304,2613,2414,38.9,4.83,-100.0,-1,-1,59,37,8,0,0,0
D300252:bin_000058.fa,k__Bacteria (UID203),5449,103,58,100.0,89.87,16.84,3957135,75046,4162,4162,14336,346,281,263,2898,2702,36.8,7.92,-100.0,-1,-1,0,31,62,9,1,0
D300252:bin_000059.fa,o__Clostridiales (UID1212),172,263,149,77.29,44.6,7.38,3614431,46581,3950,3950,4613,340,277,265,1657,1548,38.9,7.97,-100.0,-1,-1,61,104,86,12,0,0
D300252:bin_000060.fa,o__Bacteroidales (UID2716),92,487,270,54.27,0.46,100.0,1616746,22517,1271,1271,18113,445,361,343,2534,2339,38.7,4.77,-100.0,-1,-1,228,255,4,0,0,0
D300252:bin_000061.fa,k__Bacteria (UID203),5449,103,57,70.77,27.35,56.52,3572310,41853,3863,3863,5000,350,277,266,1519,1472,39.0,6.41,-100.0,-1,-1,50,36,14,3,0,0
D300252:bin_000062.fa,k__Bacteria (UID203),5449,104,58,57.24,5.17,100.0,1683735,23224,1473,1473,13636,412,330,314,1903,1827,39.1,5.61,-100.0,-1,-1,65,36,3,0,0,0
D300253:bin_000002.fa,p__Firmicutes (UID1022),100,295,158,97.78,7.91,69.57,3007983,28114,2988,2988,6345,355,267,258,2020,1913,38.0,5.58,-100.0,-1,-1,4,275,14,1,1,0
D300253:bin_000003.fa,o__Bacteroidales (UID2617),213,406,265,93.95,2.12,72.73,2582815,37714,2293,2293,7990,410,325,309,2112,1966,37.2,5.67,-100.0,-1,-1,20,375,11,0,0,0
